"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"Afghanistan","31","Area Harvested","2007","Ha","3400.00000","F "
"Afghanistan","31","Area Harvested","2006","Ha","8030.00000",""
"Afghanistan","31","Area Harvested","2005","Ha","5200.00000","F "
"Afghanistan","31","Area Harvested","2004","Ha","5200.00000","F "
"Afghanistan","31","Area Harvested","2003","Ha","7007.00000",""
"Afghanistan","31","Area Harvested","2002","Ha","5200.00000","F "
"Afghanistan","31","Area Harvested","2001","Ha","5200.00000","F "
"Afghanistan","31","Area Harvested","2000","Ha","5150.00000","F "
"Afghanistan","31","Area Harvested","1999","Ha","5150.00000","F "
"Afghanistan","31","Area Harvested","1998","Ha","5150.00000","F "
"Afghanistan","31","Area Harvested","1997","Ha","5150.00000","F "
"Afghanistan","31","Area Harvested","1996","Ha","5150.00000","F "
"Afghanistan","31","Area Harvested","1995","Ha","5150.00000","F "
"Afghanistan","31","Area Harvested","1994","Ha","5100.00000","F "
"Afghanistan","31","Area Harvested","1993","Ha","5100.00000","F "
"Afghanistan","31","Area Harvested","1992","Ha","5060.00000","F "
"Afghanistan","31","Area Harvested","1991","Ha","5060.00000","F "
"Afghanistan","31","Area Harvested","1990","Ha","5060.00000","F "
"Afghanistan","31","Area Harvested","1989","Ha","5060.00000","F "
"Afghanistan","31","Area Harvested","1988","Ha","5050.00000","F "
"Afghanistan","31","Area Harvested","1987","Ha","4830.00000","F "
"Afghanistan","31","Area Harvested","1986","Ha","5610.00000","F "
"Afghanistan","31","Area Harvested","1985","Ha","5750.00000","F "
"Afghanistan","31","Area Harvested","1984","Ha","5920.00000","F "
"Afghanistan","31","Area Harvested","1983","Ha","6170.00000","F "
"Afghanistan","31","Area Harvested","1982","Ha","6410.00000","F "
"Afghanistan","31","Area Harvested","1981","Ha","6680.00000","F "
"Afghanistan","31","Area Harvested","1980","Ha","6820.00000","F "
"Afghanistan","31","Area Harvested","1979","Ha","6810.00000","F "
"Afghanistan","31","Area Harvested","1978","Ha","7050.00000","F "
"Afghanistan","31","Area Harvested","1977","Ha","7100.00000","F "
"Afghanistan","31","Area Harvested","1976","Ha","7080.00000","F "
"Afghanistan","31","Area Harvested","1975","Ha","7080.00000","F "
"Afghanistan","31","Area Harvested","1974","Ha","7070.00000","F "
"Afghanistan","31","Area Harvested","1973","Ha","6950.00000","F "
"Afghanistan","31","Area Harvested","1972","Ha","6810.00000","F "
"Afghanistan","31","Area Harvested","1971","Ha","6630.00000","F "
"Afghanistan","31","Area Harvested","1970","Ha","6630.00000","F "
"Afghanistan","31","Area Harvested","1969","Ha","6590.00000","F "
"Afghanistan","31","Area Harvested","1968","Ha","6480.00000","F "
"Afghanistan","31","Area Harvested","1967","Ha","6620.00000","F "
"Afghanistan","31","Area Harvested","1966","Ha","5930.00000","F "
"Afghanistan","31","Area Harvested","1965","Ha","5370.00000","F "
"Afghanistan","31","Area Harvested","1964","Ha","5100.00000","F "
"Afghanistan","31","Area Harvested","1963","Ha","4820.00000","F "
"Afghanistan","31","Area Harvested","1962","Ha","4820.00000","F "
"Afghanistan","31","Area Harvested","1961","Ha","4820.00000","F "
"Afghanistan","41","Yield","2007","Hg/Ha","72891.00000","Fc"
"Afghanistan","41","Yield","2006","Hg/Ha","26920.00000","Fc"
"Afghanistan","41","Yield","2005","Hg/Ha","73076.00000","Fc"
"Afghanistan","41","Yield","2004","Hg/Ha","73076.00000","Fc"
"Afghanistan","41","Yield","2003","Hg/Ha","54231.00000","Fc"
"Afghanistan","41","Yield","2002","Hg/Ha","73076.00000","Fc"
"Afghanistan","41","Yield","2001","Hg/Ha","73076.00000","Fc"
"Afghanistan","41","Yield","2000","Hg/Ha","72815.00000","Fc"
"Afghanistan","41","Yield","1999","Hg/Ha","72815.00000","Fc"
"Afghanistan","41","Yield","1998","Hg/Ha","72815.00000","Fc"
"Afghanistan","41","Yield","1997","Hg/Ha","72815.00000","Fc"
"Afghanistan","41","Yield","1996","Hg/Ha","72815.00000","Fc"
"Afghanistan","41","Yield","1995","Hg/Ha","72815.00000","Fc"
"Afghanistan","41","Yield","1994","Hg/Ha","72549.00000","Fc"
"Afghanistan","41","Yield","1993","Hg/Ha","72549.00000","Fc"
"Afghanistan","41","Yield","1992","Hg/Ha","72529.00000","Fc"
"Afghanistan","41","Yield","1991","Hg/Ha","71343.00000","Fc"
"Afghanistan","41","Yield","1990","Hg/Ha","71343.00000","Fc"
"Afghanistan","41","Yield","1989","Hg/Ha","71343.00000","Fc"
"Afghanistan","41","Yield","1988","Hg/Ha","71089.00000","Fc"
"Afghanistan","41","Yield","1987","Hg/Ha","73084.00000","Fc"
"Afghanistan","41","Yield","1986","Hg/Ha","73618.00000","Fc"
"Afghanistan","41","Yield","1985","Hg/Ha","70782.00000","Fc"
"Afghanistan","41","Yield","1984","Hg/Ha","71790.00000","Fc"
"Afghanistan","41","Yield","1983","Hg/Ha","71799.00000","Fc"
"Afghanistan","41","Yield","1982","Hg/Ha","70826.00000","Fc"
"Afghanistan","41","Yield","1981","Hg/Ha","70508.00000","Fc"
"Afghanistan","41","Yield","1980","Hg/Ha","69648.00000","Fc"
"Afghanistan","41","Yield","1979","Hg/Ha","67547.00000","Fc"
"Afghanistan","41","Yield","1978","Hg/Ha","68510.00000","Fc"
"Afghanistan","41","Yield","1977","Hg/Ha","46619.00000","Fc"
"Afghanistan","41","Yield","1976","Hg/Ha","78672.00000","Fc"
"Afghanistan","41","Yield","1975","Hg/Ha","84039.00000","Fc"
"Afghanistan","41","Yield","1974","Hg/Ha","83734.00000","Fc"
"Afghanistan","41","Yield","1973","Hg/Ha","84604.00000","Fc"
"Afghanistan","41","Yield","1972","Hg/Ha","82966.00000","Fc"
"Afghanistan","41","Yield","1971","Hg/Ha","68929.00000","Fc"
"Afghanistan","41","Yield","1970","Hg/Ha","87631.00000","Fc"
"Afghanistan","41","Yield","1969","Hg/Ha","91047.00000","Fc"
"Afghanistan","41","Yield","1968","Hg/Ha","91666.00000","Fc"
"Afghanistan","41","Yield","1967","Hg/Ha","88670.00000","Fc"
"Afghanistan","41","Yield","1966","Hg/Ha","81618.00000","Fc"
"Afghanistan","41","Yield","1965","Hg/Ha","80819.00000","Fc"
"Afghanistan","41","Yield","1964","Hg/Ha","76862.00000","Fc"
"Afghanistan","41","Yield","1963","Hg/Ha","66390.00000","Fc"
"Afghanistan","41","Yield","1962","Hg/Ha","66390.00000","Fc"
"Afghanistan","41","Yield","1961","Hg/Ha","66390.00000","Fc"
"Afghanistan","51","Production Quantity","2007","tonnes","24783.00000",""
"Afghanistan","51","Production Quantity","2006","tonnes","21617.00000",""
"Afghanistan","51","Production Quantity","2005","tonnes","38000.00000","F "
"Afghanistan","51","Production Quantity","2004","tonnes","38000.00000","F "
"Afghanistan","51","Production Quantity","2003","tonnes","38000.00000","F "
"Afghanistan","51","Production Quantity","2002","tonnes","38000.00000","F "
"Afghanistan","51","Production Quantity","2001","tonnes","38000.00000","F "
"Afghanistan","51","Production Quantity","2000","tonnes","37500.00000","F "
"Afghanistan","51","Production Quantity","1999","tonnes","37500.00000","F "
"Afghanistan","51","Production Quantity","1998","tonnes","37500.00000","F "
"Afghanistan","51","Production Quantity","1997","tonnes","37500.00000","F "
"Afghanistan","51","Production Quantity","1996","tonnes","37500.00000","F "
"Afghanistan","51","Production Quantity","1995","tonnes","37500.00000","F "
"Afghanistan","51","Production Quantity","1994","tonnes","37000.00000","F "
"Afghanistan","51","Production Quantity","1993","tonnes","37000.00000","F "
"Afghanistan","51","Production Quantity","1992","tonnes","36700.00000","F "
"Afghanistan","51","Production Quantity","1991","tonnes","36100.00000","F "
"Afghanistan","51","Production Quantity","1990","tonnes","36100.00000","F "
"Afghanistan","51","Production Quantity","1989","tonnes","36100.00000","F "
"Afghanistan","51","Production Quantity","1988","tonnes","35900.00000","F "
"Afghanistan","51","Production Quantity","1987","tonnes","35300.00000","F "
"Afghanistan","51","Production Quantity","1986","tonnes","41300.00000","F "
"Afghanistan","51","Production Quantity","1985","tonnes","40700.00000","F "
"Afghanistan","51","Production Quantity","1984","tonnes","42500.00000","F "
"Afghanistan","51","Production Quantity","1983","tonnes","44300.00000","F "
"Afghanistan","51","Production Quantity","1982","tonnes","45400.00000","F "
"Afghanistan","51","Production Quantity","1981","tonnes","47100.00000","F "
"Afghanistan","51","Production Quantity","1980","tonnes","47500.00000","F "
"Afghanistan","51","Production Quantity","1979","tonnes","46000.00000","F "
"Afghanistan","51","Production Quantity","1978","tonnes","48300.00000","F "
"Afghanistan","51","Production Quantity","1977","tonnes","33100.00000","F "
"Afghanistan","51","Production Quantity","1976","tonnes","55700.00000","F "
"Afghanistan","51","Production Quantity","1975","tonnes","59500.00000","F "
"Afghanistan","51","Production Quantity","1974","tonnes","59200.00000","F "
"Afghanistan","51","Production Quantity","1973","tonnes","58800.00000","F "
"Afghanistan","51","Production Quantity","1972","tonnes","56500.00000","F "
"Afghanistan","51","Production Quantity","1971","tonnes","45700.00000","F "
"Afghanistan","51","Production Quantity","1970","tonnes","58100.00000","F "
"Afghanistan","51","Production Quantity","1969","tonnes","60000.00000","F "
"Afghanistan","51","Production Quantity","1968","tonnes","59400.00000","F "
"Afghanistan","51","Production Quantity","1967","tonnes","58700.00000","F "
"Afghanistan","51","Production Quantity","1966","tonnes","48400.00000","F "
"Afghanistan","51","Production Quantity","1965","tonnes","43400.00000","F "
"Afghanistan","51","Production Quantity","1964","tonnes","39200.00000","F "
"Afghanistan","51","Production Quantity","1963","tonnes","32000.00000","F "
"Afghanistan","51","Production Quantity","1962","tonnes","32000.00000","F "
"Afghanistan","51","Production Quantity","1961","tonnes","32000.00000",""
"Africa +","31","Area Harvested","2007","Ha","67391.00000","A "
"Africa +","31","Area Harvested","2006","Ha","66477.00000","A "
"Africa +","31","Area Harvested","2005","Ha","59536.00000","A "
"Africa +","31","Area Harvested","2004","Ha","57514.00000","A "
"Africa +","31","Area Harvested","2003","Ha","54320.00000","A "
"Africa +","31","Area Harvested","2002","Ha","52041.00000","A "
"Africa +","31","Area Harvested","2001","Ha","50928.00000","A "
"Africa +","31","Area Harvested","2000","Ha","51345.00000","A "
"Africa +","31","Area Harvested","1999","Ha","50172.00000","A "
"Africa +","31","Area Harvested","1998","Ha","49571.00000","A "
"Africa +","31","Area Harvested","1997","Ha","50093.00000","A "
"Africa +","31","Area Harvested","1996","Ha","55760.00000","A "
"Africa +","31","Area Harvested","1995","Ha","55423.00000","A "
"Africa +","31","Area Harvested","1994","Ha","54690.00000","A "
"Africa +","31","Area Harvested","1993","Ha","52885.00000","A "
"Africa +","31","Area Harvested","1992","Ha","51731.00000","A "
"Africa +","31","Area Harvested","1991","Ha","51599.00000","A "
"Africa +","31","Area Harvested","1990","Ha","49599.00000","A "
"Africa +","31","Area Harvested","1989","Ha","50631.00000","A "
"Africa +","31","Area Harvested","1988","Ha","45025.00000","A "
"Africa +","31","Area Harvested","1987","Ha","44945.00000","A "
"Africa +","31","Area Harvested","1986","Ha","43742.00000","A "
"Africa +","31","Area Harvested","1985","Ha","48935.00000","A "
"Africa +","31","Area Harvested","1984","Ha","33237.00000","A "
"Africa +","31","Area Harvested","1983","Ha","28127.00000","A "
"Africa +","31","Area Harvested","1982","Ha","28026.00000","A "
"Africa +","31","Area Harvested","1981","Ha","29823.00000","A "
"Africa +","31","Area Harvested","1980","Ha","34324.00000","A "
"Africa +","31","Area Harvested","1979","Ha","34972.00000","A "
"Africa +","31","Area Harvested","1978","Ha","32800.00000","A "
"Africa +","31","Area Harvested","1977","Ha","33925.00000","A "
"Africa +","31","Area Harvested","1976","Ha","31035.00000","A "
"Africa +","31","Area Harvested","1975","Ha","30618.00000","A "
"Africa +","31","Area Harvested","1974","Ha","28762.00000","A "
"Africa +","31","Area Harvested","1973","Ha","26612.00000","A "
"Africa +","31","Area Harvested","1972","Ha","26932.00000","A "
"Africa +","31","Area Harvested","1971","Ha","26917.00000","A "
"Africa +","31","Area Harvested","1970","Ha","26622.00000","A "
"Africa +","31","Area Harvested","1969","Ha","25012.00000","A "
"Africa +","31","Area Harvested","1968","Ha","21122.00000","A "
"Africa +","31","Area Harvested","1967","Ha","25622.00000","A "
"Africa +","31","Area Harvested","1966","Ha","22012.00000","A "
"Africa +","31","Area Harvested","1965","Ha","23078.00000","A "
"Africa +","31","Area Harvested","1964","Ha","18631.00000","A "
"Africa +","31","Area Harvested","1963","Ha","22917.00000","A "
"Africa +","31","Area Harvested","1962","Ha","20997.00000","A "
"Africa +","31","Area Harvested","1961","Ha","19974.00000","A "
"Africa +","41","Yield","2007","Hg/Ha","59087.00000","A "
"Africa +","41","Yield","2006","Hg/Ha","75344.00000","A "
"Africa +","41","Yield","2005","Hg/Ha","68975.00000","A "
"Africa +","41","Yield","2004","Hg/Ha","67592.00000","A "
"Africa +","41","Yield","2003","Hg/Ha","68779.00000","A "
"Africa +","41","Yield","2002","Hg/Ha","69836.00000","A "
"Africa +","41","Yield","2001","Hg/Ha","68531.00000","A "
"Africa +","41","Yield","2000","Hg/Ha","66621.00000","A "
"Africa +","41","Yield","1999","Hg/Ha","67860.00000","A "
"Africa +","41","Yield","1998","Hg/Ha","66251.00000","A "
"Africa +","41","Yield","1997","Hg/Ha","64422.00000","A "
"Africa +","41","Yield","1996","Hg/Ha","58708.00000","A "
"Africa +","41","Yield","1995","Hg/Ha","49423.00000","A "
"Africa +","41","Yield","1994","Hg/Ha","49530.00000","A "
"Africa +","41","Yield","1993","Hg/Ha","62763.00000","A "
"Africa +","41","Yield","1992","Hg/Ha","47450.00000","A "
"Africa +","41","Yield","1991","Hg/Ha","51199.00000","A "
"Africa +","41","Yield","1990","Hg/Ha","47988.00000","A "
"Africa +","41","Yield","1989","Hg/Ha","52067.00000","A "
"Africa +","41","Yield","1988","Hg/Ha","54400.00000","A "
"Africa +","41","Yield","1987","Hg/Ha","53617.00000","A "
"Africa +","41","Yield","1986","Hg/Ha","52333.00000","A "
"Africa +","41","Yield","1985","Hg/Ha","41519.00000","A "
"Africa +","41","Yield","1984","Hg/Ha","65455.00000","A "
"Africa +","41","Yield","1983","Hg/Ha","81033.00000","A "
"Africa +","41","Yield","1982","Hg/Ha","66272.00000","A "
"Africa +","41","Yield","1981","Hg/Ha","67332.00000","A "
"Africa +","41","Yield","1980","Hg/Ha","49928.00000","A "
"Africa +","41","Yield","1979","Hg/Ha","49590.00000","A "
"Africa +","41","Yield","1978","Hg/Ha","49419.00000","A "
"Africa +","41","Yield","1977","Hg/Ha","46021.00000","A "
"Africa +","41","Yield","1976","Hg/Ha","50039.00000","A "
"Africa +","41","Yield","1975","Hg/Ha","46542.00000","A "
"Africa +","41","Yield","1974","Hg/Ha","50415.00000","A "
"Africa +","41","Yield","1973","Hg/Ha","46838.00000","A "
"Africa +","41","Yield","1972","Hg/Ha","47914.00000","A "
"Africa +","41","Yield","1971","Hg/Ha","49537.00000","A "
"Africa +","41","Yield","1970","Hg/Ha","48305.00000","A "
"Africa +","41","Yield","1969","Hg/Ha","47245.00000","A "
"Africa +","41","Yield","1968","Hg/Ha","58299.00000","A "
"Africa +","41","Yield","1967","Hg/Ha","49684.00000","A "
"Africa +","41","Yield","1966","Hg/Ha","51678.00000","A "
"Africa +","41","Yield","1965","Hg/Ha","39714.00000","A "
"Africa +","41","Yield","1964","Hg/Ha","43671.00000","A "
"Africa +","41","Yield","1963","Hg/Ha","31880.00000","A "
"Africa +","41","Yield","1962","Hg/Ha","34620.00000","A "
"Africa +","41","Yield","1961","Hg/Ha","28789.00000","A "
"Africa +","51","Production Quantity","2007","tonnes","398199.00000","A "
"Africa +","51","Production Quantity","2006","tonnes","500866.00000","A "
"Africa +","51","Production Quantity","2005","tonnes","410655.00000","A "
"Africa +","51","Production Quantity","2004","tonnes","388752.00000","A "
"Africa +","51","Production Quantity","2003","tonnes","373609.00000","A "
"Africa +","51","Production Quantity","2002","tonnes","363435.00000","A "
"Africa +","51","Production Quantity","2001","tonnes","349019.00000","A "
"Africa +","51","Production Quantity","2000","tonnes","342070.00000","A "
"Africa +","51","Production Quantity","1999","tonnes","340471.00000","A "
"Africa +","51","Production Quantity","1998","tonnes","328417.00000","A "
"Africa +","51","Production Quantity","1997","tonnes","322712.00000","A "
"Africa +","51","Production Quantity","1996","tonnes","327361.00000","A "
"Africa +","51","Production Quantity","1995","tonnes","273918.00000","A "
"Africa +","51","Production Quantity","1994","tonnes","270881.00000","A "
"Africa +","51","Production Quantity","1993","tonnes","331923.00000","A "
"Africa +","51","Production Quantity","1992","tonnes","245464.00000","A "
"Africa +","51","Production Quantity","1991","tonnes","264186.00000","A "
"Africa +","51","Production Quantity","1990","tonnes","238020.00000","A "
"Africa +","51","Production Quantity","1989","tonnes","263621.00000","A "
"Africa +","51","Production Quantity","1988","tonnes","244938.00000","A "
"Africa +","51","Production Quantity","1987","tonnes","240986.00000","A "
"Africa +","51","Production Quantity","1986","tonnes","228916.00000","A "
"Africa +","51","Production Quantity","1985","tonnes","203175.00000","A "
"Africa +","51","Production Quantity","1984","tonnes","217553.00000","A "
"Africa +","51","Production Quantity","1983","tonnes","227922.00000","A "
"Africa +","51","Production Quantity","1982","tonnes","185735.00000","A "
"Africa +","51","Production Quantity","1981","tonnes","200807.00000","A "
"Africa +","51","Production Quantity","1980","tonnes","171375.00000","A "
"Africa +","51","Production Quantity","1979","tonnes","173429.00000","A "
"Africa +","51","Production Quantity","1978","tonnes","162097.00000","A "
"Africa +","51","Production Quantity","1977","tonnes","156128.00000","A "
"Africa +","51","Production Quantity","1976","tonnes","155299.00000","A "
"Africa +","51","Production Quantity","1975","tonnes","142503.00000","A "
"Africa +","51","Production Quantity","1974","tonnes","145005.00000","A "
"Africa +","51","Production Quantity","1973","tonnes","124646.00000","A "
"Africa +","51","Production Quantity","1972","tonnes","129043.00000","A "
"Africa +","51","Production Quantity","1971","tonnes","133340.00000","A "
"Africa +","51","Production Quantity","1970","tonnes","128600.00000","A "
"Africa +","51","Production Quantity","1969","tonnes","118171.00000","A "
"Africa +","51","Production Quantity","1968","tonnes","123140.00000","A "
"Africa +","51","Production Quantity","1967","tonnes","127302.00000","A "
"Africa +","51","Production Quantity","1966","tonnes","113755.00000","A "
"Africa +","51","Production Quantity","1965","tonnes","91652.00000","A "
"Africa +","51","Production Quantity","1964","tonnes","81364.00000","A "
"Africa +","51","Production Quantity","1963","tonnes","73061.00000","A "
"Africa +","51","Production Quantity","1962","tonnes","72693.00000","A "
"Africa +","51","Production Quantity","1961","tonnes","57505.00000","A "
"Albania","31","Area Harvested","2007","Ha","400.00000","F "
"Albania","31","Area Harvested","2006","Ha","380.00000","F "
"Albania","31","Area Harvested","2005","Ha","400.00000","F "
"Albania","31","Area Harvested","2004","Ha","350.00000","F "
"Albania","31","Area Harvested","2003","Ha","400.00000","F "
"Albania","31","Area Harvested","2002","Ha","400.00000","F "
"Albania","31","Area Harvested","2001","Ha","400.00000","F "
"Albania","31","Area Harvested","2000","Ha","400.00000","F "
"Albania","31","Area Harvested","1999","Ha","400.00000",""
"Albania","31","Area Harvested","1998","Ha","400.00000",""
"Albania","31","Area Harvested","1997","Ha","400.00000","F "
"Albania","31","Area Harvested","1996","Ha","400.00000","F "
"Albania","31","Area Harvested","1995","Ha","400.00000","F "
"Albania","31","Area Harvested","1994","Ha","400.00000","F "
"Albania","31","Area Harvested","1993","Ha","400.00000","F "
"Albania","31","Area Harvested","1992","Ha","400.00000","F "
"Albania","31","Area Harvested","1991","Ha","400.00000","F "
"Albania","31","Area Harvested","1990","Ha","530.00000","F "
"Albania","31","Area Harvested","1989","Ha","530.00000","F "
"Albania","31","Area Harvested","1988","Ha","530.00000","F "
"Albania","31","Area Harvested","1987","Ha","530.00000","F "
"Albania","31","Area Harvested","1986","Ha","530.00000","F "
"Albania","31","Area Harvested","1985","Ha","530.00000","F "
"Albania","31","Area Harvested","1984","Ha","0.00000","NR"
"Albania","31","Area Harvested","1983","Ha","0.00000","NR"
"Albania","31","Area Harvested","1982","Ha","0.00000","NR"
"Albania","31","Area Harvested","1981","Ha","0.00000","NR"
"Albania","31","Area Harvested","1980","Ha","0.00000","NR"
"Albania","31","Area Harvested","1979","Ha","0.00000","NR"
"Albania","31","Area Harvested","1978","Ha","0.00000","NR"
"Albania","31","Area Harvested","1977","Ha","0.00000","NR"
"Albania","31","Area Harvested","1976","Ha","0.00000","NR"
"Albania","31","Area Harvested","1975","Ha","0.00000","NR"
"Albania","31","Area Harvested","1974","Ha","0.00000","NR"
"Albania","31","Area Harvested","1973","Ha","0.00000","NR"
"Albania","31","Area Harvested","1972","Ha","0.00000","NR"
"Albania","31","Area Harvested","1971","Ha","0.00000","NR"
"Albania","31","Area Harvested","1970","Ha","0.00000","NR"
"Albania","31","Area Harvested","1969","Ha","0.00000","NR"
"Albania","31","Area Harvested","1968","Ha","0.00000","NR"
"Albania","31","Area Harvested","1967","Ha","0.00000","NR"
"Albania","31","Area Harvested","1966","Ha","0.00000","NR"
"Albania","31","Area Harvested","1965","Ha","0.00000","NR"
"Albania","31","Area Harvested","1964","Ha","0.00000","NR"
"Albania","31","Area Harvested","1963","Ha","0.00000","NR"
"Albania","31","Area Harvested","1962","Ha","0.00000","NR"
"Albania","31","Area Harvested","1961","Ha","0.00000","NR"
"Albania","41","Yield","2007","Hg/Ha","50000.00000","Fc"
"Albania","41","Yield","2006","Hg/Ha","50000.00000","Fc"
"Albania","41","Yield","2005","Hg/Ha","50000.00000","Fc"
"Albania","41","Yield","2004","Hg/Ha","51428.00000","Fc"
"Albania","41","Yield","2003","Hg/Ha","55000.00000","Fc"
"Albania","41","Yield","2002","Hg/Ha","50000.00000","Fc"
"Albania","41","Yield","2001","Hg/Ha","39525.00000","Fc"
"Albania","41","Yield","2000","Hg/Ha","16750.00000","Fc"
"Albania","41","Yield","1999","Hg/Ha","10000.00000","Fc"
"Albania","41","Yield","1998","Hg/Ha","10000.00000","Fc"
"Albania","41","Yield","1997","Hg/Ha","10000.00000","Fc"
"Albania","41","Yield","1996","Hg/Ha","8500.00000","Fc"
"Albania","41","Yield","1995","Hg/Ha","15000.00000","Fc"
"Albania","41","Yield","1994","Hg/Ha","25000.00000","Fc"
"Albania","41","Yield","1993","Hg/Ha","27500.00000","Fc"
"Albania","41","Yield","1992","Hg/Ha","30000.00000","Fc"
"Albania","41","Yield","1991","Hg/Ha","30000.00000","Fc"
"Albania","41","Yield","1990","Hg/Ha","32075.00000","Fc"
"Albania","41","Yield","1989","Hg/Ha","30188.00000","Fc"
"Albania","41","Yield","1988","Hg/Ha","24528.00000","Fc"
"Albania","41","Yield","1987","Hg/Ha","24528.00000","Fc"
"Albania","41","Yield","1986","Hg/Ha","30188.00000","Fc"
"Albania","41","Yield","1985","Hg/Ha","18867.00000","Fc"
"Albania","41","Yield","1984","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1983","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1982","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1981","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1980","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1979","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1978","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1977","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1976","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1975","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1974","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1973","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1972","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1971","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1970","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1969","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1968","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1967","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1966","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1965","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1964","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1963","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1962","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1961","Hg/Ha","0.00000","NR"
"Albania","51","Production Quantity","2007","tonnes","2000.00000",""
"Albania","51","Production Quantity","2006","tonnes","1900.00000",""
"Albania","51","Production Quantity","2005","tonnes","2000.00000","F "
"Albania","51","Production Quantity","2004","tonnes","1800.00000","F "
"Albania","51","Production Quantity","2003","tonnes","2200.00000","F "
"Albania","51","Production Quantity","2002","tonnes","2000.00000","F "
"Albania","51","Production Quantity","2001","tonnes","1581.00000",""
"Albania","51","Production Quantity","2000","tonnes","670.00000",""
"Albania","51","Production Quantity","1999","tonnes","400.00000",""
"Albania","51","Production Quantity","1998","tonnes","400.00000",""
"Albania","51","Production Quantity","1997","tonnes","400.00000",""
"Albania","51","Production Quantity","1996","tonnes","340.00000",""
"Albania","51","Production Quantity","1995","tonnes","600.00000","F "
"Albania","51","Production Quantity","1994","tonnes","1000.00000","F "
"Albania","51","Production Quantity","1993","tonnes","1100.00000","F "
"Albania","51","Production Quantity","1992","tonnes","1200.00000","F "
"Albania","51","Production Quantity","1991","tonnes","1200.00000","F "
"Albania","51","Production Quantity","1990","tonnes","1700.00000","F "
"Albania","51","Production Quantity","1989","tonnes","1600.00000","F "
"Albania","51","Production Quantity","1988","tonnes","1300.00000","F "
"Albania","51","Production Quantity","1987","tonnes","1300.00000","F "
"Albania","51","Production Quantity","1986","tonnes","1600.00000","F "
"Albania","51","Production Quantity","1985","tonnes","1000.00000","F "
"Albania","51","Production Quantity","1984","tonnes","1000.00000","F "
"Albania","51","Production Quantity","1983","tonnes","1100.00000","F "
"Albania","51","Production Quantity","1982","tonnes","1100.00000","F "
"Albania","51","Production Quantity","1981","tonnes","1200.00000","F "
"Albania","51","Production Quantity","1980","tonnes","1100.00000",""
"Albania","51","Production Quantity","1979","tonnes","1500.00000","F "
"Albania","51","Production Quantity","1978","tonnes","1500.00000","F "
"Albania","51","Production Quantity","1977","tonnes","1200.00000","F "
"Albania","51","Production Quantity","1976","tonnes","1200.00000","F "
"Albania","51","Production Quantity","1975","tonnes","1000.00000","F "
"Albania","51","Production Quantity","1974","tonnes","1000.00000","F "
"Albania","51","Production Quantity","1973","tonnes","900.00000","F "
"Albania","51","Production Quantity","1972","tonnes","900.00000","F "
"Albania","51","Production Quantity","1971","tonnes","900.00000","F "
"Albania","51","Production Quantity","1970","tonnes","900.00000","F "
"Albania","51","Production Quantity","1969","tonnes","700.00000","F "
"Albania","51","Production Quantity","1968","tonnes","600.00000","F "
"Albania","51","Production Quantity","1967","tonnes","500.00000","F "
"Albania","51","Production Quantity","1966","tonnes","600.00000","F "
"Albania","51","Production Quantity","1965","tonnes","600.00000","F "
"Albania","51","Production Quantity","1964","tonnes","600.00000","F "
"Albania","51","Production Quantity","1963","tonnes","600.00000","F "
"Albania","51","Production Quantity","1962","tonnes","700.00000","F "
"Albania","51","Production Quantity","1961","tonnes","900.00000","F "
"Algeria","31","Area Harvested","2007","Ha","31085.00000",""
"Algeria","31","Area Harvested","2006","Ha","27362.00000",""
"Algeria","31","Area Harvested","2005","Ha","22888.00000",""
"Algeria","31","Area Harvested","2004","Ha","19375.00000",""
"Algeria","31","Area Harvested","2003","Ha","16330.00000",""
"Algeria","31","Area Harvested","2002","Ha","14660.00000",""
"Algeria","31","Area Harvested","2001","Ha","13530.00000",""
"Algeria","31","Area Harvested","2000","Ha","13390.00000",""
"Algeria","31","Area Harvested","1999","Ha","13950.00000",""
"Algeria","31","Area Harvested","1998","Ha","13680.00000",""
"Algeria","31","Area Harvested","1997","Ha","13770.00000",""
